"code","area","city","province","lat","lon","geo_hash"
"120118","静海区","市辖区","天津市","38.95337068917225","116.98046860454797","wwgjtgnxf6xe"
"120119","蓟州区","市辖区","天津市","40.04763405252057","117.41341404169536","wx57zf3y6u54"
"130100",,"石家庄市","河北省","38.052097109846855","114.46902163264978","wwc2kz1v990b"
"130102","长安区","石家庄市","河北省","38.04325613649811","114.54561160958328","wwc2qt9d40yw"
"130104","桥西区","石家庄市","河北省","38.010381080199444","114.46741977426439","wwc2hz8ds0we"
"130105","新华区","石家庄市","河北省","38.057119539195526","114.46943844640641","wwc2sb44g1r8"
"130107","井陉矿区","石家庄市","河北省","38.07056583451666","114.06863186515059","wwc0edw1pgbe"
"130108","裕华区","石家庄市","河北省","38.012087686284076","114.53758291425729","wwc2nrgsrnez"
"130109","藁城区","石家庄市","河北省","38.02781655532087","114.8533779044236","wwc8mdc8jdvc"
"130110","鹿泉区","石家庄市","河北省","38.091749457589636","114.3205975776443","wwc29qmswbzb"
"130111","栾城区","石家庄市","河北省","37.9058163641652","114.65457561879083","ww9x9h8cmk24"
"130121","井陉县","石家庄市","河北省","38.03838621492678","114.15146299927575","wwc0msdt9vhh"
"130123","正定县","石家庄市","河北省","38.15171372795392","114.57748106365241","wwc3p32cbffj"
"130125","行唐县","石家庄市","河北省","38.444238747675655","114.55960676027597","wwc6wyecbmd0"
"130126","灵寿县","石家庄市","河北省","38.31462937004633","114.38947775770787","wwc3fyzyuh8d"
"130127","高邑县","石家庄市","河北省","37.62187956155255","114.61841307285897","ww9w00ye6dem"
"130128","深泽县","石家庄市","河北省","38.19045120306884","115.20740369912795","wwccm877x04e"
"130129","赞皇县","石家庄市","河北省","37.671667061291416","114.39246354556191","ww9q71fj3eep"
"130130","无极县","石家庄市","河北省","38.18543617027971","114.98243934348369","wwcc0rrwm10z"
"130131","平山县","石家庄市","河北省","38.271951013310805","113.98543503085234","wwc19z1wm0u8"
"130132","元氏县","石家庄市","河北省","37.7723385538555","114.53256551866185","ww9qyk0pf4q8"
"130133","赵县","石家庄市","河北省","37.76185852288779","114.78259655057873","ww9wgfq4u2ek"
"130181","辛集市","石家庄市","河北省","37.949309043172505","115.22445084279079","ww9zvurysrcy"
"130183","晋州市","石家庄市","河北省","38.039491309735894","115.05052901469845","wwcb6hchpehk"
"130184","新乐市","石家庄市","河北省","38.34929264795945","114.69053218326928","wwcd1v70g471"
"130200",,"唐山市","河北省","39.63658372414733","118.18645947203979","wxh13rsgb4ex"
"130202","路南区","唐山市","河北省","39.63104285357227","118.16060668861537","wxh12y9gt9y7"
"130203","路北区","唐山市","河北省","39.63066079909864","118.20639924927531","wxh13ye32dxs"
"130204","古冶区","唐山市","河北省","39.73973591476624","118.4534009255209","wxh4p6rhsr9q"
"130205","开平区","唐山市","河北省","39.67714363586181","118.2686076244857","wxh1er08479s"
"130207","丰南区","唐山市","河北省","39.58154048510918","118.09036557570423","wx5cpjwg0vyt"
"130208","丰润区","唐山市","河北省","39.83835343085074","118.16854133135446","wxh48urenx6f"
"130209","曹妃甸区","唐山市","河北省","39.27928399633476","118.4664598622111","wwupry8dkt4z"
"130223","滦州市","唐山市","河北省","39.7471157654891","118.71048006246906","wxh6j7drdxmt"
"130224","滦南县","唐山市","河北省","39.51004470246892","118.68040524314775","wxh2u8s6tyhj"
"130225","乐亭县","唐山市","河北省","39.43193132009613","118.91938406305317","wxh86467wkz8"
"130227","迁西县","唐山市","河北省","40.147837151362445","118.32038397780872","wxhhkkwq0g2c"
"130229","玉田县","唐山市","河北省","39.90659234818871","117.74543440564399","wx5ep2g8erzr"
"130281","遵化市","唐山市","河北省","40.195533204032955","117.97237521307129","wx5ust2ggw6x"
"130283","迁安市","唐山市","河北省","40.00418392493125","118.70645736056483","wxh7t4x3kbqh"
"130300",,"秦皇岛市","河北省","39.941748102377936","119.60853063334328","wxj51z0m8c88"
"130302","海港区","秦皇岛市","河北省","39.940412688356815","119.61747524096724","wxj51yyvc0w4"
"130303","山海关区","秦皇岛市","河北省","39.984445641831485","119.78243521396982","wxj5mwyym0ck"
"130304","北戴河区","秦皇岛市","河北省","39.841005667935896","119.491526071177","wxhfxhg4dmg8"
"130306","抚宁区","秦皇岛市","河北省","39.88141356935017","119.25154914401945","wxhfcshq46rf"
"130321","青龙满族自治县","秦皇岛市","河北省","40.41279370231334","118.95648129586817","wxhtfuvmwfv2"
"130322","昌黎县","秦皇岛市","河北省","39.71905083387967","119.1693752102054","wxh9zy8kpxwx"
"130324","卢龙县","秦皇岛市","河北省","39.897958466103006","118.89948911126258","wxhdcx5yqysb"
"130400",,"邯郸市","河北省","36.631262731204046","114.5456282282352","ww92qs98dd6c"
"130402","邯山区","邯郸市","河北省","36.58669219197865","114.49638868967236","ww92jkmszjz2"
"130403","丛台区","邯郸市","河北省","36.64267256598247","114.49943259789293","ww92mqxgn1jp"
"130404","复兴区","邯郸市","河北省","36.62332524612653","114.47941224265314","ww92m5167dss"
"130406","峰峰矿区","邯郸市","河北省","36.42565361439937","114.21948332130513","ww3ppph4fcgx"
"130407","肥乡区","邯郸市","河北省","36.553825253669615","114.80654708225521","ww3xuqrt6qyj"
"130408","永年区","邯郸市","河北省","36.74756938957492","114.550625142465","ww93n9tnp52v"
"130423","临漳县","邯郸市","河北省","36.3407659805952","114.62642694614402","ww3w8rskm3fc"
"130424","成安县","邯郸市","河北省","36.4497962089534","114.67657655801901","ww3x3e2zmymp"
"130425","大名县","邯郸市","河北省","36.29128846623129","115.15461253007031","ww3ykqth0fw8"
"130426","涉县","邯郸市","河北省","36.590691663211175","113.69758434882932","ww8b5m0h1xr9"
"130427","磁县","邯郸市","河北省","36.38035894094747","114.38043173139184","ww3qfyc6cnrw"
"130430","邱县","邯郸市","河北省","36.81736241714275","115.19339516368314","ww9cmq3k8tuc"
"130431","鸡泽县","邯郸市","河北省","36.91639820641365","114.89658577063967","ww9dn83js7rv"
"130432","广平县","邯郸市","河北省","36.4897799956119","114.9544149064889","ww3xxfg22h02"
"130433","馆陶县","邯郸市","河北省","36.55395672865321","115.28853676634758","ww3zzqqw1x7t"
"130434","魏县","邯郸市","河北省","36.366156454371385","114.94545044631319","ww3wzsk8pnuj"
"130435","曲周县","邯郸市","河北省","36.77154483133649","114.96340442938836","ww9c0n1cc2z2"
"130481","武安市","邯郸市","河北省","36.70248828627979","114.21051607638233","ww90ycmx3ztn"
"130500",,"邢台市","河北省","37.07716685005908","115.0316624430557","ww9fctew0hb7"
"130502","桥东区","邢台市","河北省","37.073749959650705","114.51347113674177","ww96vv44jrbu"
"130503","桥西区","邢台市","河北省","37.066172415704244","114.47439349959946","ww96ugtwneq6"
"130521","邢台县","邢台市","河北省","37.17710928752027","114.14341085817597","ww95mrusq5rz"
"130522","临城县","邢台市","河北省","37.450788548442155","114.5054433397213","ww9mj9sqdhyz"
"130523","内丘县","邢台市","河北省","37.292857912046905","114.51849293403419","ww9kjuvydk96"
"130524","柏乡县","邢台市","河北省","37.488758727151506","114.6994973620894","ww9t609eu50h"
"130525","隆尧县","邢台市","河北省","37.355908006295365","114.77661608164605","ww9seb3vbvzz"
"130526","任县","邢台市","河北省","37.12672678352311","114.67860600982715","ww9e1wdqv5qr"
"130527","南和县","邢台市","河北省","37.010997970560375","114.6905477239546","ww9d9ceheqnf"
"130528","宁晋县","邢台市","河北省","37.62561227993201","114.92556169283063","ww9wp1w1pdmz"
"130529","巨鹿县","邢台市","河北省","37.227088328938194","115.0435873588701","ww9gcbuptbhp"
"130530","新河县","邢台市","河北省","37.53459060153626","115.24854716945154","ww9vw8cqvfc6"
"130531","广宗县","邢台市","河北省","37.08045712216151","115.14960474634384","ww9fuq33k60q"
"130532","平乡县","邢台市","河北省","37.0690963930439","115.03658174368942","ww9fcspp4skm"
"130533","威县","邢台市","河北省","36.98158160866276","115.2736176186073","ww9frh79mfrp"
"130534","清河县","邢台市","河北省","37.04637540161698","115.67439356764524","wwd6b0pdb8zm"
"130535","临西县","邢台市","河北省","36.87675996654004","115.50762943785641","wwd1u3nndy71"
"130581","南宫市","邢台市","河北省","37.36406940272302","115.41452905480229","wwdhd3fm3rq7"
"130582","沙河市","邢台市","河北省","36.8611273411454","114.50947385688346","ww93twr78hhm"
"130600",,"保定市","河北省","38.87998776845534","115.47146383768579","wwfj5tgu25h1"
"130602","竞秀区","保定市","河北省","38.88378796169117","115.46543414161117","wwfj5qx67x7y"
"130606","莲池区","保定市","河北省","38.86067580704093","115.53548768833184","wwfjj467ggp8"
"130607","满城区","保定市","河北省","38.95544120868623","115.32837508859573","wwfj87eecut6"
"130608","清苑区","保定市","河北省","38.77100177474947","115.49660588179071","wwfhs4n13yx6"
"130609","徐水区","保定市","河北省","39.0247125838342","115.66247952132751","wwfnpbnz7jew"
"130623","涞水县","保定市","河北省","39.40033419848886","115.7205430250843","wx421k95s4du"
"130624","阜平县","保定市","河北省","38.85535144479584","114.20156347383934","wwcjn9rhc63x"
"130626","定兴县","保定市","河北省","39.26942352852659","115.81441011189118","wwfr7kv2zr57"
"130627","唐县","保定市","河北省","38.7540199251248","114.98944711459758","wwcu2wuy82fm"
"130628","高阳县","保定市","河北省","38.70625773408686","115.78544721513012","wwfk4y22k3rh"
"130629","容城县","保定市","河北省","39.04855943541596","115.86863129349015","wwfqhssfqg1d"
"130630","涞源县","保定市","河北省","39.36627169152419","114.70047561678977","wwcxfn6m4uct"
"130631","望都县","保定市","河北省","38.70015764554925","115.16158760286363","wwcuht4hg2r8"
"130632","安新县","保定市","河北省","38.94173429859305","115.94242628265987","wwfmw34sn37j"
"130633","易县","保定市","河北省","39.35505446998136","115.50360664612163","wwfpuk75v1gk"
"130634","曲阳县","保定市","河北省","38.62838410412241","114.75145481380322","wwceg0p6wswq"
"130635","蠡县","保定市","河北省","38.494200963237745","115.59044548044898","wwf4yrdkux5j"
"130636","顺平县","保定市","河北省","38.84326137036368","115.141597430689","wwcuup5w3stz"
"130637","博野县","保定市","河北省","38.463408004951994","115.47046698806136","wwf4gd518fut"
"130638","雄县","保定市","河北省","39.00018011949929","116.1146014455186","wwftf7b0d2d0"
"130681","涿州市","保定市","河北省","39.49106583200048","115.98161971138242","wx42xjphps5z"
"130682","定州市","保定市","河北省","38.522198840134","114.99649620776492","wwcg0ucbhd66"
"130683","安国市","保定市","河北省","38.424828318687446","115.33340802487648","wwf487p0z5nj"
"130684","高碑店市","保定市","河北省","39.33233544746168","115.88056905507335","wwfrubjxkyyb"
"130700",,"张家口市","河北省","40.7732372026915","114.89257223145165","wx1xyqw1qfr1"
"130702","桥东区","张家口市","河北省","40.79426843742311","114.90060577762738","wx38ndk5f4v6"
"130703","桥西区","张家口市","河北省","40.825605695041084","114.8765160984274","wx38q04d2udb"
"130705","宣化区","张家口市","河北省","40.614591888266105","115.10544440679553","wx1z539jpk8j"
"130706","下花园区","张家口市","河北省","40.5081451826724","115.29351688226434","wx1yrw61j9t4"
"130708","万全区","张家口市","河北省","40.77314964899669","114.74742582376042","wx1xgns8bcfp"
"130709","崇礼区","张家口市","河北省","40.98047788586999","115.28954933631843","wx3cpkr294y8"
"130722","张北县","张家口市","河北省","41.164943620014895","114.7263751121007","wx3d4tv5nm9t"
"130723","康保县","张家口市","河北省","41.858636884497415","114.60635583664293","wx3qpuju1xkx"
"130724","沽源县","张家口市","河北省","41.676015876096564","115.69540744877906","wx6m0dyu6kkq"
"130725","尚义县","张家口市","河北省","41.08221563982466","113.97580941782127","wx319wf9kb53"
"130726","蔚县","张家口市","河北省","39.84708863636645","114.59540055179599","wx16xtvy47ey"
"130727","阳原县","张家口市","河北省","40.10958838873102","114.15752413604322","wx1hjtwzr15w"
"130728","怀安县","张家口市","河北省","40.68036934311551","114.39246911505609","wx1r7jdh3drp"
"130730","怀来县","张家口市","河北省","40.42028989038194","115.52455288485054","wx4juy63m0nj"
"130731","涿鹿县","张家口市","河北省","40.385834075002876","115.21138346202879","wx1vv8n2ec4h"
"130732","赤城县","张家口市","河北省","40.918761216841006","115.83850589956863","wx62gcp10cfq"
"130800",,"承德市","河北省","40.95785601233803","117.96939750996681","wx7ch2nsy1wr"
"130802","双桥区","承德市","河北省","40.98082447740105","117.94942790898834","wx7chh24sg7u"
"130803","双滦区","承德市","河北省","40.964729148178336","117.80657828882504","wx7c0c2hu4zx"
"130804","鹰手营子矿区","承德市","河北省","40.55204323362298","117.66560909158578","wx5wtw32z2v2"
"130821","承德县","承德市","河北省","40.77436719493557","118.1804557369944","wxhpcq8ruhyy"
"130822","兴隆县","承德市","河北省","40.42345402963516","117.50742737263927","wx5tcyy79tbr"
"130824","滦平县","承德市","河北省","40.947560962909996","117.33949787111233","wx72ynk0b6x5"
"130825","隆化县","承德市","河北省","41.31989880502099","117.74545102429592","wx7ep659gg7v"
"130826","丰宁满族自治县","承德市","河北省","41.21533638000358","116.65239270009364","wx6fqrp8tz86"
"130827","宽城满族自治县","承德市","河北省","40.61715150781358","118.49159436054974","wxhr064un3bd"
"130828","围场满族蒙古族自治县","承德市","河北省","41.9443237736111","117.76656434784968","wx7wxgdzruej"
"130881","平泉市","承德市","河北省","41.02375562592939","118.70742672204064","wxk3mk0hew2f"
"130900",,"沧州市","河北省","38.310215141107044","116.84558075595014","wwg1fyhm5mey"
"130902","新华区","沧州市","河北省","38.32036671947827","116.87243317374606","wwg452pbm447"
"130903","运河区","沧州市","河北省","38.316522737475516","116.83861197129539","wwg1fxr3bvx9"
"130921","沧县","沧州市","河北省","38.29945274340688","116.88439779466401","wwg1gu0w7z7y"
"130922","青县","沧州市","河北省","38.588464758639795","116.81057477836235","wwg5d0ff5ejw"
"130923","东光县","沧州市","河北省","37.894513906653266","116.54340955697872","wwdzs42rd32s"
"130924","海兴县","沧州市","河北省","38.14940251651842","117.50441804918084","wwg91buh7khd"
"130925","盐山县","沧州市","河北省","38.06431839955863","117.23741362448348","wwg2ec3stxpx"
"130926","肃宁县","沧州市","河北省","38.428905919717586","115.8365176799834","wwf6egv8d7rb"
"130927","南皮县","沧州市","河北省","38.045187886965145","116.71560115882829","wwfbrvvtq9h1"
"130928","吴桥县","沧州市","河北省","37.63390875555352","116.39739206243448","wwdy0ejcrv44"
"130929","献县","沧州市","河北省","38.19598143800661","116.12956002887077","wwf9696gwzh0"
"130930","孟村回族自治县","沧州市","河北省","38.059839127888104","117.11043607454543","wwg28bt4wunr"
"130981","泊头市","沧州市","河北省","38.08925691544578","116.5846280358124","wwfbsvyq48p7"
"130982","任丘市","沧州市","河北省","38.717348630774524","116.1056050954973","wwfs6038bsyh"
"130983","黄骅市","沧州市","河北省","38.37749390073505","117.33648109171817","wwg6q43v45ms"
"130984","河间市","沧州市","河北省","38.45135651510629","116.10562809211834","wwfddpce3hr5"
"131000",,"廊坊市","河北省","39.54336666275853","116.69058173342549","wx4bzqekz9u4"
"131002","安次区","廊坊市","河北省","39.526159764040514","116.70963326617274","wx4bzg92ed4p"
"131003","广阳区","廊坊市","河北省","39.52861144733396","116.71761426147614","wx4bzgznve1p"
"131022","固安县","廊坊市","河北省","39.44448485530404","116.30542004093144","wx48qsehb8yv"
"131023","永清县","廊坊市","河北省","39.3278529985738","116.5054292898474","wwfzepktm70t"
"131024","香河县","廊坊市","河北省","39.76793918854631","117.01240210779996","wx54nxtc494v"
"131025","大城县","廊坊市","河北省","38.71085864002598","116.66040917846469","wwfunxje0e1f"
"131026","文安县","廊坊市","河北省","38.878950493070235","116.46460947899904","wwfv4jwyq1ej"
"131028","大厂回族自治县","廊坊市","河北省","39.89220839408563","116.99640912565307","wx54yq4hvyts"
"131081","霸州市","廊坊市","河北省","39.13092059698142","116.39839726630014","wwfy8ewdphr9"
"131082","三河市","廊坊市","河北省","39.98809955244307","117.0845878724791","wx572rd7sdh3"
"131100",,"衡水市","河北省","37.745191408077424","115.6754061376161","wwdq8r238mdm"
"131102","桃城区","衡水市","河北省","37.741636751694145","115.68139532011222","wwdq8qssgzh2"
"131103","冀州区","衡水市","河北省","37.55708602583317","115.58542988146456","wwdjwjn9zsr2"
"131121","枣强县","衡水市","河北省","37.51936368976413","115.7305629044037","wwdm3w0qjs66"
"131122","武邑县","衡水市","河北省","37.807764276867424","115.89451363116582","wwdrj4xy1yhf"
"131123","武强县","衡水市","河北省","38.04685680523654","115.98961391177681","wwf2rqjp1bht"
"131124","饶阳县","衡水市","河北省","38.24103752542849","115.73257160535455","wwf3999fhqh4"
"131125","安平县","衡水市","河北省","38.24050692219121","115.5255492853222","wwf1sc7ph7jj"
"131126","故城县","衡水市","河北省","37.35334755247688","115.97260216135105","wwdkrpbxj2xv"
"131127","景县","衡水市","河北省","37.69881455139486","116.27741078529978","wwdwmyyes03s"
"131128","阜城县","衡水市","河北省","37.86873245790551","116.18242153524983","wwdx7vc3qeks"
"131182","深州市","衡水市","河北省","38.00694123492171","115.56636927583166","wwf0jyby7x6e"
"140100",,"太原市","山西省","37.87698902884778","112.55639149167204","ww8p3r316n88"
"140105","小店区","太原市","山西省","37.742322528644706","112.57239624162112","ww8n9wu8yyye"
"140106","迎泽区","太原市","山西省","37.8695324842251","112.56938467239891","ww8p3tfw0b8b"
"140107","杏花岭区","太原市","山西省","37.90018624684476","112.57638301130496","ww8p9ex8efg3"
"140108","尖草坪区","太原市","山西省","37.94594335454805","112.49360496703545","wqxzzgg74ux9"
"140109","万柏林区","太原市","山西省","37.8649744104023","112.52257675702106","ww8p2t07qnf6"
"140110","晋源区","太原市","山西省","37.72116885784946","112.48456424072192","wqxyxduv8rd2"
"140121","清徐县","太原市","山西省","37.613066838238375","112.36455763137184","wqxvuzjrgzyg"
"140122","阳曲县","太原市","山西省","38.06462081944815","112.67940895159992","wwb0s16wkx95"
"140123","娄烦县","太原市","山西省","38.073195368895746","111.80359063362269","wqz885hbkqp8"
"140181","古交市","太原市","山西省","37.912999960962374","112.18245286889747","wqxz8vbg0x7w"
"140200",,"大同市","山西省","40.0824687161612","113.30643625858623","wx0s42g1r3dr"
"140212","新荣区","大同市","山西省","40.261971219328466","113.14644373539272","wx0mn9qwzprm"
"140213","平城区","大同市","山西省","40.08199837502475","113.30442522204106","wx0s429y86nc"
"140214","云冈区","大同市","山西省","39.99683881127932","113.16240150396362","wx07x14q7p4k"
"140215","云州区","大同市","山西省","40.046229886508016","113.61847103171833","wx0gc6nqnq26"
"140221","阳高县","大同市","山西省","40.36739184247229","113.75541420332299","wx0vssdjj70x"
"140222","天镇县","大同市","山西省","40.42641219869095","114.0974775330426","wx1jur7hzvmw"
"140223","广灵县","大同市","山西省","39.76600421713898","114.2885863709657","wx160xnmv06x"
"140224","灵丘县","大同市","山西省","39.448825128052334","114.24136819946143","wx10rtkn0f40"
"140225","浑源县","大同市","山西省","39.698952969845486","113.70560028821707","wx0cg6vzht0w"
"140226","左云县","大同市","山西省","40.01962344901451","112.7094632895556","wx05sv2e0ye0"
"140300",,"阳泉市","山西省","37.862360847859385","113.58761666287546","ww8z2sxupr9g"
"140302","城区","阳泉市","山西省","37.85343342071212","113.60656821421946","ww8z35jb0zmj"
"140303","矿区","阳泉市","山西省","37.874409150947606","113.5615212471328","ww8z2nufrjxd"
"140311","郊区","阳泉市","山西省","37.95035289294265","113.60060283681935","ww8zch9kvfsb"
"140321","平定县","阳泉市","山西省","37.792796383591316","113.66442115516472","ww8yfrzyuzz7"
"140322","盂县","阳泉市","山西省","38.091979630200996","113.4184204607489","wwb8sykvbexv"
"140400",,"长治市","山西省","36.2012683721548","113.12255886984902","ww2mynjrdtt9"
"140403","潞州区","长治市","山西省","36.209472481338004","113.12952091721245","ww2myrdrkyuu"
"140404","上党区","长治市","山西省","36.05928647929114","113.05741608985974","ww2mhsmusdpw"
"140405","屯留区","长治市","山西省","36.321630843108416","112.898474763774","ww2q9h4hv4sr"
"140406","潞城区","长治市","山西省","36.339691267612324","113.23557845894248","ww2w8xrwh1rn"
"140423","襄垣县","长治市","山西省","36.54168582115512","113.05741258646825","ww2rusjysxuy"
"140425","平顺县","长治市","山西省","36.205989459384334","113.44251696707077","ww2tvrn74jxe"
"140426","黎城县","长治市","山西省","36.50866990144076","113.39343247603895","ww2xsq4w6mrd"
"140427","壶关县","长治市","山西省","36.121334604236964","113.21357985530864","ww2t2pxw58g9"
"140428","长子县","长治市","山西省","36.128001557793574","112.88456585041024","ww2m8bbhc595"
"140429","武乡县","长治市","山西省","36.84316794930056","112.8706056438019","ww8387jg58r9"
"140430","沁县","长治市","山西省","36.7621899385521","112.70545801477827","ww81hsme78bs"
"140431","沁源县","长治市","山西省","36.506103350913286","112.34445202693917","wqrzsmwxrqzh"
"140500",,"晋城市","山西省","35.49628458647257","112.85857823132879","ww23bjvhg7p3"
"140502","城区","晋城市","山西省","35.50727892458355","112.85958379451667","ww23bpvufut1"
"140521","沁水县","晋城市","山西省","35.69636446245674","112.19342620968516","wqrg142f2kdh"
"140522","阳城县","晋城市","山西省","35.492181320425026","112.42145378711842","wqrcyjnucwps"
"140524","陵川县","晋城市","山西省","35.781743639537595","113.28740655466288","ww2e9cv7gbky"
"140525","泽州县","晋城市","山西省","35.59976972948786","112.7944012195933","ww24w8wrsn16"
"140581","高平市","晋城市","山西省","35.80433679857751","112.93041239923134","ww279vcrmk4s"
"140600",,"朔州市","山西省","39.337108370541735","112.4393709396677","wqzzy95g70rx"
"140602","朔城区","朔州市","山西省","39.325302712534004","112.43837642563759","wqzzwwgnkpf0"
"140603","平鲁区","朔州市","山西省","39.517389104237175","112.29552500886327","wrpbg3gj7rk2"
"140621","山阴县","朔州市","山西省","39.53403049801094","112.82243194472665","wx00zkfy3jqt"
"140622","应县","朔州市","山西省","39.56007785237528","113.19749353921925","wx03pceyhv0b"
"140623","右玉县","朔州市","山西省","39.99485955543098","112.47350008124718","wrpgx2udyw0n"
"140681","怀仁市","朔州市","山西省","39.83375688952166","113.1066084673833","wx06tg98rn2p"
"140700",,"晋中市","山西省","37.69283940975972","112.75959475565928","ww8nmvv08yxc"
"140702","榆次区","晋中市","山西省","37.703940486801216","112.71450350211099","ww8nkzu1q7cm"
"140721","榆社县","晋中市","山西省","37.07636966870016","112.98159856583429","ww86fvw9w01z"
"140722","左权县","晋中市","山西省","37.088555147170815","113.38545184005775","ww8dupub2xb9"
"140723","和顺县","晋中市","山西省","37.33480773868841","113.57660568308691","ww8u2kxgn8x7"
"140724","昔阳县","晋中市","山西省","37.61788404299596","113.71361290387442","ww8y585sp1z7"
"140725","寿阳县","晋中市","山西省","37.9013076069566","113.18341017492547","ww8rxe9xhegd"
"140726","太谷区","晋中市","山西省","37.42739557731329","112.55738411926058","ww8hcm3y3hhx"
"140727","祁县","晋中市","山西省","37.36413128347519","112.34244242768281","wqxus3vmbdus"
"140728","平遥县","晋中市","山西省","37.195600690703","112.182455563814","wqxg8g2b0dt8"
"140729","灵石县","晋中市","山西省","36.85336750127023","111.78561787596237","wqx3xszy3twh"
"140781","介休市","晋中市","山西省","37.03268640360337","111.92356319719394","wqxddvs7011e"
"140800",,"运城市","山西省","35.03270691290923","111.01338945447925","wqnzq1t2r3yu"
"140802","盐湖区","运城市","山西省","35.0214253278287","111.00437711461986","wqnzjzqyt6ye"
"140821","临猗县","运城市","山西省","35.149542242621784","110.78040700351404","wqnzbygbftdd"
"140822","万荣县","运城市","山西省","35.42110880053557","110.84457611016106","wqqcd24wcv62"
"140823","闻喜县","运城市","山西省","35.36293119638129","111.23141035768413","wqr15jshp8pj"
"140824","稷山县","运城市","山西省","35.61040356961574","110.98941457872347","wqqftdsj8u3g"
"140825","新绛县","运城市","山西省","35.62263010308172","111.23140649497044","wqr4ehuhzes1"
"140826","绛县","运城市","山西省","35.49727637389565","111.57548652055998","wqr3fynf97bv"
"140827","垣曲县","运城市","山西省","35.30301451741769","111.67660670571551","wqr2v68qvwck"
"140828","夏县","运城市","山西省","35.14746177980724","111.22643149939508","wqppgn2sg9y2"
"140829","平陆县","运城市","山西省","34.84292515458109","111.22348047596425","wqpn4yyqybn0"
"140830","芮城县","运城市","山西省","34.69938811056296","110.70061151319877","wqntrhcdx4y8"
"140881","永济市","运城市","山西省","34.87282971471371","110.45457767130965","wqnw3kqsfnws"
"140882","河津市","运城市","山西省","35.60192657532228","110.71857214373472","wqqdx3nu38ph"
"140900",,"忻州市","山西省","38.42238338517772","112.74062416023847","wwb4t6x4wgqk"
"140902","忻府区","忻州市","山西省","38.409879817619995","112.75261366421904","wwb4t8rcy2d3"
"140921","定襄县","忻州市","山西省","38.4799743058469","112.96352861151779","wwb6ft1d0gpg"
"140922","五台县","忻州市","山西省","38.73418159056545","113.26145109491867","wwbs3766zng1"
"140923","代县","忻州市","山西省","39.07272834638067","112.96655194854216","wwbq68gxpkqr"
"140924","繁峙县","忻州市","山西省","39.19523743073412","113.27140827251347","wwbwcx38z1gd"
